INDEX,X,Y,SEMA,SHAXIAN,LUOLA,DUMU,ZHENBAN,SIGN,PRE_ACTION,POST_ACTION,CMD
11205,96,113,+0,1,0,0,1,+,+11,+11,
11206,95,113,+0,1,0,0,1,+,+11,+11,
11207,94,113,+0,1,0,0,1,+,+11,+11,
11208,93,113,+0,1,0,0,1,+,+11,+11,
11209,92,113,+0,1,0,0,1,+,+11,+11,
11210,91,113,+0,1,0,0,1,+,+11,+11,
11211,90,113,+0,1,0,0,1,+,+11,+11,
11212,89,113,+0,1,0,0,1,+,+11,+11,
11213,88,113,+0,1,0,0,1,+,+11,+11,
11214,87,113,+0,1,0,0,1,+,+11,+11,
11215,86,113,+0,1,0,0,1,+,+11,+11,
11216,85,113,+0,1,0,0,1,+,+11,+11,
11217,84,113,+0,1,0,0,1,+,+11,+11,
11218,83,113,+0,1,0,0,1,+,+11,+11,
11219,82,113,+0,1,0,0,1,+,+11,+11,
11220,81,113,+0,1,0,0,1,+,+11,+11,
11221,80,113,+0,1,0,0,1,+,+11,+11,
11222,79,113,+0,1,0,0,1,+,+11,+11,
11223,78,113,+0,1,0,0,1,+,+11,+11,
11224,77,113,+0,1,0,0,1,+,+11,+11,
11225,76,113,+0,1,0,0,1,+,+11,+11,
11226,75,113,+0,1,0,0,1,+,+11,+11,
11227,74,113,+0,1,0,0,1,+,+11,+11,
11228,73,113,+0,1,0,0,1,+,+11,+11,
11229,72,113,+0,1,0,0,1,+,+11,+11,
11230,71,113,+0,1,0,0,1,+,+11,+11,
11231,70,113,+0,1,0,0,1,+,+11,+11,
11232,69,113,+0,1,0,0,1,+,+11,+11,
11233,68,113,+0,1,0,0,1,+,+11,+11,
11234,67,113,+0,1,0,0,1,+,+11,+11,
11235,66,113,+0,1,0,0,1,+,+11,+11,
11236,65,113,+0,1,0,0,1,+,+11,+11,
11237,64,113,+0,1,0,0,1,+,+11,+11,
11238,63,113,+0,1,0,0,1,+,+11,+11,
11239,62,113,+0,1,0,0,1,+,+11,+11,
11240,61,113,+0,1,0,0,1,+,+11,+11,
11241,60,113,+0,1,0,0,1,+,+11,+11,
11242,59,113,+0,1,0,0,1,+,+11,+11,
11243,58,113,+0,1,0,0,1,+,+11,+11,
11244,57,113,+0,1,0,0,1,+,+11,+11,
11245,56,113,+0,1,0,0,1,+,+11,+11,
11246,55,113,+0,1,0,0,1,+,+11,+11,
11247,54,113,+0,1,0,0,1,+,+11,+11,
11248,53,113,+0,1,0,0,1,+,+11,+11,
11249,52,113,+0,1,0,0,1,+,+11,+11,
11250,51,113,+0,1,0,0,1,+,+11,+11,
11251,50,113,+0,1,0,0,1,+,+11,+11,
11252,49,113,+0,1,0,0,1,+,+11,+11,
11253,48,113,+0,1,0,0,1,+,+11,+11,
11254,47,113,+0,1,0,0,1,+,+11,+11,
11255,46,113,+0,1,0,0,1,+,+11,+11,
11256,45,113,+0,1,0,0,1,+,+11,+11,
11257,44,113,+0,1,0,0,1,+,+11,+11,
11258,43,113,+0,1,0,0,1,+,+11,+11,
11259,42,113,+0,1,0,0,1,+,+11,+11,
11260,41,113,+0,1,0,0,1,+,+11,+11,
11261,40,113,+0,1,0,0,1,+,+11,+11,
11262,39,113,+0,1,0,0,1,+,+11,+11,
11263,38,113,+0,1,0,0,1,+,+11,+11,
11264,37,113,+0,1,0,0,1,+,+11,+11,
11265,36,113,+0,1,0,0,1,+,+11,+11,
11266,35,113,+0,1,0,0,1,+,+11,+11,
11267,34,113,+0,1,0,0,1,+,+11,+11,
11268,33,113,+0,1,0,0,1,+,+11,+11,
11269,32,113,+0,1,0,0,1,+,+11,+11,
11270,31,113,+0,1,0,0,1,+,+11,+11,
11271,30,113,+0,1,0,0,1,+,+11,+11,
11272,29,113,+0,1,0,0,1,+,+11,+11,
11273,28,113,+0,1,0,0,1,+,+11,+11,
11274,27,113,+0,1,0,0,1,+,+11,+11,
11275,26,113,+0,1,0,0,1,+,+11,+11,
11276,25,113,+0,1,0,0,1,+,+11,+11,
11277,24,113,+0,1,0,0,1,+,+11,+11,
11278,23,113,+0,1,0,0,1,+,+11,+11,
11279,22,113,+0,1,0,0,1,+,+11,+11,
11280,21,113,+0,1,0,0,1,+,+11,+11,
11281,20,113,+0,1,0,0,1,+,+11,+11,
11282,19,113,+0,1,0,0,1,+,+11,+11,
11283,18,113,+0,1,0,0,1,+,+11,+11,
11284,17,113,+0,1,0,0,1,+,+11,+11,
11285,16,113,+0,1,0,0,1,+,+11,+11,
11286,15,113,+0,1,0,0,1,+,+11,+11,
11287,14,113,+0,1,0,0,1,+,+11,+11,
11288,13,113,+0,1,0,0,1,+,+11,+11,
11289,12,113,+0,1,0,0,1,+,+11,+11,
11290,11,113,+0,1,0,0,1,+,+11,+11,
11291,10,113,+0,1,0,0,1,+,+11,+11,
11292,9,113,+0,1,0,0,1,+,+11,+11,
11293,8,113,+0,1,0,0,1,+,+11,+11,
11294,7,113,+0,1,0,0,1,+,+11,+11,
11295,6,113,+0,1,0,0,1,+,+11,+11,
11296,5,113,+0,1,0,0,1,+,+11,+11,
11297,4,113,+0,1,0,0,1,+,+11,+11,
11298,3,113,+0,1,0,0,1,+,+11,+11,
11299,2,113,+0,1,0,0,1,+,+11,+11,
11300,1,113,+0,1,0,0,1,+,+11,+11,
,,,,+11,0,,,+,,,line_switch
11301,1,114,-0,1,0,0,1,-,+11,+11,
11302,2,114,-0,1,0,0,1,-,-11,-11,
11303,3,114,-0,1,0,0,1,-,-11,-11,
11304,4,114,-0,1,0,0,1,-,-11,-11,
11305,5,114,-0,1,0,0,1,-,-11,-11,
11306,6,114,-0,1,0,0,1,-,-11,-11,
11307,7,114,-0,1,0,0,1,-,-11,-11,
11308,8,114,-0,1,0,0,1,-,-11,-11,
11309,9,114,-0,1,0,0,1,-,-11,-11,
11310,10,114,-0,1,0,0,1,-,-11,-11,
11311,11,114,-0,1,0,0,1,-,-11,-11,
11312,12,114,-0,1,0,0,1,-,-11,-11,
11313,13,114,-0,1,0,0,1,-,-11,-11,
11314,14,114,-0,1,0,0,1,-,-11,-11,
11315,15,114,-0,1,0,0,1,-,-11,-11,
11316,16,114,-0,1,0,0,1,-,-11,-11,
11317,17,114,-0,1,0,0,1,-,-11,-11,
11318,18,114,-0,1,0,0,1,-,-11,-11,
11319,19,114,-0,1,0,0,1,-,-11,-11,
11320,20,114,-0,1,0,0,1,-,-11,-11,
11321,21,114,-0,1,0,0,1,-,-11,-11,
11322,22,114,-0,1,0,0,1,-,-11,-11,
11323,23,114,-0,1,0,0,1,-,-11,-11,
11324,24,114,-0,1,0,0,1,-,-11,-11,
11325,25,114,-0,1,0,0,1,-,-11,-11,
11326,26,114,-0,1,0,0,1,-,-11,-11,
11327,27,114,-0,1,0,0,1,-,-11,-11,
11328,28,114,-0,1,0,0,1,-,-11,-11,
11329,29,114,-0,1,0,0,1,-,-11,-11,
11330,30,114,-0,1,0,0,1,-,-11,-11,
11331,31,114,-0,1,0,0,1,-,-11,-11,
11332,32,114,-0,1,0,0,1,-,-11,-11,
11333,33,114,-0,1,0,0,1,-,-11,-11,
11334,34,114,-0,1,0,0,1,-,-11,-11,
11335,35,114,-0,1,0,0,1,-,-11,-11,
11336,36,114,-0,1,0,0,1,-,-11,-11,
11337,37,114,-0,1,0,0,1,-,-11,-11,
11338,38,114,-0,1,0,0,1,-,-11,-11,
11339,39,114,-0,1,0,0,1,-,-11,-11,
11340,40,114,-0,1,0,0,1,-,-11,-11,
11341,41,114,-0,1,0,0,1,-,-11,-11,
11342,42,114,-0,1,0,0,1,-,-11,-11,
11343,43,114,-0,1,0,0,1,-,-11,-11,
11344,44,114,-0,1,0,0,1,-,-11,-11,
11345,45,114,-0,1,0,0,1,-,-11,-11,
11346,46,114,-0,1,0,0,1,-,-11,-11,
11347,47,114,-0,1,0,0,1,-,-11,-11,
11348,48,114,-0,1,0,0,1,-,-11,-11,
11349,49,114,-0,1,0,0,1,-,-11,-11,
11350,50,114,-0,1,0,0,1,-,-11,-11,
11351,51,114,-0,1,0,0,1,-,-11,-11,
11352,52,114,-0,1,0,0,1,-,-11,-11,
11353,53,114,-0,1,0,0,1,-,-11,-11,
11354,54,114,-0,1,0,0,1,-,-11,-11,
11355,55,114,-0,1,0,0,1,-,-11,-11,
11356,56,114,-0,1,0,0,1,-,-11,-11,
11357,57,114,-0,1,0,0,1,-,-11,-11,
11358,58,114,-0,1,0,0,1,-,-11,-11,
11359,59,114,-0,1,0,0,1,-,-11,-11,
11360,60,114,-0,1,0,0,1,-,-11,-11,
11361,61,114,-0,1,0,0,1,-,-11,-11,
11362,62,114,-0,1,0,0,1,-,-11,-11,
11363,63,114,-0,1,0,0,1,-,-11,-11,
11364,64,114,-0,1,0,0,1,-,-11,-11,
11365,65,114,-0,1,0,0,1,-,-11,-11,
11366,66,114,-0,1,0,0,1,-,-11,-11,
11367,67,114,-0,1,0,0,1,-,-11,-11,
11368,68,114,-0,1,0,0,1,-,-11,-11,
11369,69,114,-0,1,0,0,1,-,-11,-11,
11370,70,114,-0,1,0,0,1,-,-11,-11,
11371,71,114,-0,1,0,0,1,-,-11,-11,
11372,72,114,-0,1,0,0,1,-,-11,-11,
11373,73,114,-0,1,0,0,1,-,-11,-11,
11374,74,114,-0,1,0,0,1,-,-11,-11,
11375,75,114,-0,1,0,0,1,-,-11,-11,
11376,76,114,-0,1,0,0,1,-,-11,-11,
11377,77,114,-0,1,0,0,1,-,-11,-11,
11378,78,114,-0,1,0,0,1,-,-11,-11,
11379,79,114,-0,1,0,0,1,-,-11,-11,
11380,80,114,-0,1,0,0,1,-,-11,-11,
11381,81,114,-0,1,0,0,1,-,-11,-11,
11382,82,114,-0,1,0,0,1,-,-11,-11,
11383,83,114,-0,1,0,0,1,-,-11,-11,
11384,84,114,-0,1,0,0,1,-,-11,-11,
11385,85,114,-0,1,0,0,1,-,-11,-11,
11386,86,114,-0,1,0,0,1,-,-11,-11,
11387,87,114,-0,1,0,0,1,-,-11,-11,
11388,88,114,-0,1,0,0,1,-,-11,-11,
11389,89,114,-0,1,0,0,1,-,-11,-11,
11390,90,114,-0,1,0,0,1,-,-11,-11,
11391,91,114,-0,1,0,0,1,-,-11,-11,
11392,92,114,-0,1,0,0,1,-,-11,-11,
11393,93,114,-0,1,0,0,1,-,-11,-11,
11394,94,114,-0,1,0,0,1,-,-11,-11,
11395,95,114,-0,1,0,0,1,-,-11,-11,
11396,96,114,-0,1,0,0,1,-,-11,-11,
11397,97,114,-0,1,0,0,1,-,-11,-11,
11398,98,114,-0,1,0,0,1,-,-11,-11,
11399,99,114,-0,1,0,0,1,-,-11,-11,
11400,100,114,-0,1,0,0,1,-,-11,-11,
,,,,-11,0,,,-,,,line_switch
11401,100,115,+0,1,0,0,1,+,-11,-11,
11402,99,115,+0,1,0,0,1,+,+11,+11,
11403,98,115,+0,1,0,0,1,+,+11,+11,
11404,97,115,+0,1,0,0,1,+,+11,+11,
11405,96,115,+0,1,0,0,1,+,+11,+11,
11406,95,115,+0,1,0,0,1,+,+11,+11,
11407,94,115,+0,1,0,0,1,+,+11,+11,
11408,93,115,+0,1,0,0,1,+,+11,+11,
11409,92,115,+0,1,0,0,1,+,+11,+11,
11410,91,115,+0,1,0,0,1,+,+11,+11,
11411,90,115,+0,1,0,0,1,+,+11,+11,
11412,89,115,+0,1,0,0,1,+,+11,+11,
11413,88,115,+0,1,0,0,1,+,+11,+11,
11414,87,115,+0,1,0,0,1,+,+11,+11,
11415,86,115,+0,1,0,0,1,+,+11,+11,
11416,85,115,+0,1,0,0,1,+,+11,+11,
11417,84,115,+0,1,0,0,1,+,+11,+11,
11418,83,115,+0,1,0,0,1,+,+11,+11,
11419,82,115,+0,1,0,0,1,+,+11,+11,
11420,81,115,+0,1,0,0,1,+,+11,+11,
11421,80,115,+0,1,0,0,1,+,+11,+11,
11422,79,115,+0,1,0,0,1,+,+11,+11,
11423,78,115,+0,1,0,0,1,+,+11,+11,
11424,77,115,+0,1,0,0,1,+,+11,+11,
11425,76,115,+0,1,0,0,1,+,+11,+11,
11426,75,115,+0,1,0,0,1,+,+11,+11,
11427,74,115,+0,1,0,0,1,+,+11,+11,
11428,73,115,+0,1,0,0,1,+,+11,+11,
11429,72,115,+0,1,0,0,1,+,+11,+11,
11430,71,115,+0,1,0,0,1,+,+11,+11,
11431,70,115,+0,1,0,0,1,+,+11,+11,
11432,69,115,+0,1,0,0,1,+,+11,+11,
11433,68,115,+0,1,0,0,1,+,+11,+11,
11434,67,115,+0,1,0,0,1,+,+11,+11,
11435,66,115,+0,1,0,0,1,+,+11,+11,
11436,65,115,+0,1,0,0,1,+,+11,+11,
11437,64,115,+0,1,0,0,1,+,+11,+11,
11438,63,115,+0,1,0,0,1,+,+11,+11,
11439,62,115,+0,1,0,0,1,+,+11,+11,
11440,61,115,+0,1,0,0,1,+,+11,+11,
11441,60,115,+0,1,0,0,1,+,+11,+11,
11442,59,115,+0,1,0,0,1,+,+11,+11,
11443,58,115,+0,1,0,0,1,+,+11,+11,
11444,57,115,+0,1,0,0,1,+,+11,+11,
11445,56,115,+0,1,0,0,1,+,+11,+11,
11446,55,115,+0,1,0,0,1,+,+11,+11,
11447,54,115,+0,1,0,0,1,+,+11,+11,
11448,53,115,+0,1,0,0,1,+,+11,+11,
11449,52,115,+0,1,0,0,1,+,+11,+11,
11450,51,115,+0,1,0,0,1,+,+11,+11,
11451,50,115,+0,1,0,0,1,+,+11,+11,
11452,49,115,+0,1,0,0,1,+,+11,+11,
11453,48,115,+0,1,0,0,1,+,+11,+11,
11454,47,115,+0,1,0,0,1,+,+11,+11,
11455,46,115,+0,1,0,0,1,+,+11,+11,
11456,45,115,+0,1,0,0,1,+,+11,+11,
11457,44,115,+0,1,0,0,1,+,+11,+11,
11458,43,115,+0,1,0,0,1,+,+11,+11,
11459,42,115,+0,1,0,0,1,+,+11,+11,
11460,41,115,+0,1,0,0,1,+,+11,+11,
11461,40,115,+0,1,0,0,1,+,+11,+11,
11462,39,115,+0,1,0,0,1,+,+11,+11,
11463,38,115,+0,1,0,0,1,+,+11,+11,
11464,37,115,+0,1,0,0,1,+,+11,+11,
11465,36,115,+0,1,0,0,1,+,+11,+11,
11466,35,115,+0,1,0,0,1,+,+11,+11,
11467,34,115,+0,1,0,0,1,+,+11,+11,
11468,33,115,+0,1,0,0,1,+,+11,+11,
11469,32,115,+0,1,0,0,1,+,+11,+11,
11470,31,115,+0,1,0,0,1,+,+11,+11,
11471,30,115,+0,1,0,0,1,+,+11,+11,
11472,29,115,+0,1,0,0,1,+,+11,+11,
11473,28,115,+0,1,0,0,1,+,+11,+11,
11474,27,115,+0,1,0,0,1,+,+11,+11,
11475,26,115,+0,1,0,0,1,+,+11,+11,
11476,25,115,+0,1,0,0,1,+,+11,+11,
11477,24,115,+0,1,0,0,1,+,+11,+11,
11478,23,115,+0,1,0,0,1,+,+11,+11,
11479,22,115,+0,1,0,0,1,+,+11,+11,
11480,21,115,+0,1,0,0,1,+,+11,+11,
11481,20,115,+0,1,0,0,1,+,+11,+11,
11482,19,115,+0,1,0,0,1,+,+11,+11,
11483,18,115,+0,1,0,0,1,+,+11,+11,
11484,17,115,+0,1,0,0,1,+,+11,+11,
11485,16,115,+0,1,0,0,1,+,+11,+11,
11486,15,115,+0,1,0,0,1,+,+11,+11,
11487,14,115,+0,1,0,0,1,+,+11,+11,
11488,13,115,+0,1,0,0,1,+,+11,+11,
11489,12,115,+0,1,0,0,1,+,+11,+11,
11490,11,115,+0,1,0,0,1,+,+11,+11,
11491,10,115,+0,1,0,0,1,+,+11,+11,
11492,9,115,+0,1,0,0,1,+,+11,+11,
11493,8,115,+0,1,0,0,1,+,+11,+11,
11494,7,115,+0,1,0,0,1,+,+11,+11,
11495,6,115,+0,1,0,0,1,+,+11,+11,
11496,5,115,+0,1,0,0,1,+,+11,+11,
11497,4,115,+0,1,0,0,1,+,+11,+11,
11498,3,115,+0,1,0,0,1,+,+11,+11,
11499,2,115,+0,1,0,0,1,+,+11,+11,
11500,1,115,+0,1,0,0,1,+,+11,+11,
,,,,+11,0,,,+,,,line_switch
11501,1,116,-0,1,0,0,1,-,+11,+11,
11502,2,116,-0,1,0,0,1,-,-11,-11,
11503,3,116,-0,1,0,0,1,-,-11,-11,
11504,4,116,-0,1,0,0,1,-,-11,-11,
11505,5,116,-0,1,0,0,1,-,-11,-11,
11506,6,116,-0,1,0,0,1,-,-11,-11,
11507,7,116,-0,1,0,0,1,-,-11,-11,
11508,8,116,-0,1,0,0,1,-,-11,-11,
11509,9,116,-0,1,0,0,1,-,-11,-11,
11510,10,116,-0,1,0,0,1,-,-11,-11,
11511,11,116,-0,1,0,0,1,-,-11,-11,
11512,12,116,-0,1,0,0,1,-,-11,-11,
11513,13,116,-0,1,0,0,1,-,-11,-11,
11514,14,116,-0,1,0,0,1,-,-11,-11,
11515,15,116,-0,1,0,0,1,-,-11,-11,
11516,16,116,-0,1,0,0,1,-,-11,-11,
11517,17,116,-0,1,0,0,1,-,-11,-11,
11518,18,116,-0,1,0,0,1,-,-11,-11,
11519,19,116,-0,1,0,0,1,-,-11,-11,
11520,20,116,-0,1,0,0,1,-,-11,-11,
11521,21,116,-0,1,0,0,1,-,-11,-11,
11522,22,116,-0,1,0,0,1,-,-11,-11,
11523,23,116,-0,1,0,0,1,-,-11,-11,
11524,24,116,-0,1,0,0,1,-,-11,-11,
11525,25,116,-0,1,0,0,1,-,-11,-11,
11526,26,116,-0,1,0,0,1,-,-11,-11,
11527,27,116,-0,1,0,0,1,-,-11,-11,
11528,28,116,-0,1,0,0,1,-,-11,-11,
11529,29,116,-0,1,0,0,1,-,-11,-11,
11530,30,116,-0,1,0,0,1,-,-11,-11,
11531,31,116,-0,1,0,0,1,-,-11,-11,
11532,32,116,-0,1,0,0,1,-,-11,-11,
11533,33,116,-0,1,0,0,1,-,-11,-11,
11534,34,116,-0,1,0,0,1,-,-11,-11,
11535,35,116,-0,1,0,0,1,-,-11,-11,
11536,36,116,-0,1,0,0,1,-,-11,-11,
11537,37,116,-0,1,0,0,1,-,-11,-11,
11538,38,116,-0,1,0,0,1,-,-11,-11,
11539,39,116,-0,1,0,0,1,-,-11,-11,
11540,40,116,-0,1,0,0,1,-,-11,-11,
11541,41,116,-0,1,0,0,1,-,-11,-11,
11542,42,116,-0,1,0,0,1,-,-11,-11,
11543,43,116,-0,1,0,0,1,-,-11,-11,
11544,44,116,-0,1,0,0,1,-,-11,-11,
11545,45,116,-0,1,0,0,1,-,-11,-11,
11546,46,116,-0,1,0,0,1,-,-11,-11,
11547,47,116,-0,1,0,0,1,-,-11,-11,
11548,48,116,-0,1,0,0,1,-,-11,-11,
11549,49,116,-0,1,0,0,1,-,-11,-11,
11550,50,116,-0,1,0,0,1,-,-11,-11,
11551,51,116,-0,1,0,0,1,-,-11,-11,
11552,52,116,-0,1,0,0,1,-,-11,-11,
11553,53,116,-0,1,0,0,1,-,-11,-11,
11554,54,116,-0,1,0,0,1,-,-11,-11,
11555,55,116,-0,1,0,0,1,-,-11,-11,
11556,56,116,-0,1,0,0,1,-,-11,-11,
11557,57,116,-0,1,0,0,1,-,-11,-11,
11558,58,116,-0,1,0,0,1,-,-11,-11,
11559,59,116,-0,1,0,0,1,-,-11,-11,
11560,60,116,-0,1,0,0,1,-,-11,-11,
11561,61,116,-0,1,0,0,1,-,-11,-11,
11562,62,116,-0,1,0,0,1,-,-11,-11,
11563,63,116,-0,1,0,0,1,-,-11,-11,
11564,64,116,-0,1,0,0,1,-,-11,-11,
11565,65,116,-0,1,0,0,1,-,-11,-11,
11566,66,116,-0,1,0,0,1,-,-11,-11,
11567,67,116,-0,1,0,0,1,-,-11,-11,
11568,68,116,-0,1,0,0,1,-,-11,-11,
11569,69,116,-0,1,0,0,1,-,-11,-11,
11570,70,116,-0,1,0,0,1,-,-11,-11,
11571,71,116,-0,1,0,0,1,-,-11,-11,
11572,72,116,-0,1,0,0,1,-,-11,-11,
11573,73,116,-0,1,0,0,1,-,-11,-11,
11574,74,116,-0,1,0,0,1,-,-11,-11,
11575,75,116,-0,1,0,0,1,-,-11,-11,
11576,76,116,-0,1,0,0,1,-,-11,-11,
11577,77,116,-0,1,0,0,1,-,-11,-11,
11578,78,116,-0,1,0,0,1,-,-11,-11,
11579,79,116,-0,1,0,0,1,-,-11,-11,
11580,80,116,-0,1,0,0,1,-,-11,-11,
11581,81,116,-0,1,0,0,1,-,-11,-11,
11582,82,116,-0,1,0,0,1,-,-11,-11,
11583,83,116,-0,1,0,0,1,-,-11,-11,
11584,84,116,-0,1,0,0,1,-,-11,-11,
11585,85,116,-0,1,0,0,1,-,-11,-11,
11586,86,116,-0,1,0,0,1,-,-11,-11,
11587,87,116,-0,1,0,0,1,-,-11,-11,
11588,88,116,-0,1,0,0,1,-,-11,-11,
11589,89,116,-0,1,0,0,1,-,-11,-11,
11590,90,116,-0,1,0,0,1,-,-11,-11,
11591,91,116,-0,1,0,0,1,-,-11,-11,
11592,92,116,-0,1,0,0,1,-,-11,-11,
11593,93,116,-0,1,0,0,1,-,-11,-11,
11594,94,116,-0,1,0,0,1,-,-11,-11,
11595,95,116,-0,1,0,0,1,-,-11,-11,
11596,96,116,-0,1,0,0,1,-,-11,-11,
11597,97,116,-0,1,0,0,1,-,-11,-11,
11598,98,116,-0,1,0,0,1,-,-11,-11,
11599,99,116,-0,1,0,0,1,-,-11,-11,
11600,100,116,-0,1,0,0,1,-,-11,-11,
,,,,-11,0,,,-,,,line_switch
11601,100,117,+0,1,0,0,1,+,-11,-11,
11602,99,117,+0,1,0,0,1,+,+11,+11,
11603,98,117,+0,1,0,0,1,+,+11,+11,
11604,97,117,+0,1,0,0,1,+,+11,+11,
11605,96,117,+0,1,0,0,1,+,+11,+11,
11606,95,117,+0,1,0,0,1,+,+11,+11,
11607,94,117,+0,1,0,0,1,+,+11,+11,
11608,93,117,+0,1,0,0,1,+,+11,+11,
11609,92,117,+0,1,0,0,1,+,+11,+11,
11610,91,117,+0,1,0,0,1,+,+11,+11,
11611,90,117,+0,1,0,0,1,+,+11,+11,
11612,89,117,+0,1,0,0,1,+,+11,+11,
11613,88,117,+0,1,0,0,1,+,+11,+11,
11614,87,117,+0,1,0,0,1,+,+11,+11,
11615,86,117,+0,1,0,0,1,+,+11,+11,
11616,85,117,+0,1,0,0,1,+,+11,+11,
11617,84,117,+0,1,0,0,1,+,+11,+11,
11618,83,117,+0,1,0,0,1,+,+11,+11,
11619,82,117,+0,1,0,0,1,+,+11,+11,
11620,81,117,+0,1,0,0,1,+,+11,+11,
11621,80,117,+0,1,0,0,1,+,+11,+11,
11622,79,117,+0,1,0,0,1,+,+11,+11,
11623,78,117,+0,1,0,0,1,+,+11,+11,
11624,77,117,+0,1,0,0,1,+,+11,+11,
11625,76,117,+0,1,0,0,1,+,+11,+11,
11626,75,117,+0,1,0,0,1,+,+11,+11,
11627,74,117,+0,1,0,0,1,+,+11,+11,
11628,73,117,+0,1,0,0,1,+,+11,+11,
11629,72,117,+0,1,0,0,1,+,+11,+11,
11630,71,117,+0,1,0,0,1,+,+11,+11,
11631,70,117,+0,1,0,0,1,+,+11,+11,
11632,69,117,+0,1,0,0,1,+,+11,+11,
11633,68,117,+0,1,0,0,1,+,+11,+11,
11634,67,117,+0,1,0,0,1,+,+11,+11,
11635,66,117,+0,1,0,0,1,+,+11,+11,
11636,65,117,+0,1,0,0,1,+,+11,+11,
11637,64,117,+0,1,0,0,1,+,+11,+11,
11638,63,117,+0,1,0,0,1,+,+11,+11,
11639,62,117,+0,1,0,0,1,+,+11,+11,
11640,61,117,+0,1,0,0,1,+,+11,+11,
11641,60,117,+0,1,0,0,1,+,+11,+11,
11642,59,117,+0,1,0,0,1,+,+11,+11,
11643,58,117,+0,1,0,0,1,+,+11,+11,
11644,57,117,+0,1,0,0,1,+,+11,+11,
11645,56,117,+0,1,0,0,1,+,+11,+11,
11646,55,117,+0,1,0,0,1,+,+11,+11,
11647,54,117,+0,1,0,0,1,+,+11,+11,
11648,53,117,+0,1,0,0,1,+,+11,+11,
11649,52,117,+0,1,0,0,1,+,+11,+11,
11650,51,117,+0,1,0,0,1,+,+11,+11,
11651,50,117,+0,1,0,0,1,+,+11,+11,
11652,49,117,+0,1,0,0,1,+,+11,+11,
11653,48,117,+0,1,0,0,1,+,+11,+11,
11654,47,117,+0,1,0,0,1,+,+11,+11,
11655,46,117,+0,1,0,0,1,+,+11,+11,
11656,45,117,+0,1,0,0,1,+,+11,+11,
11657,44,117,+0,1,0,0,1,+,+11,+11,
11658,43,117,+0,1,0,0,1,+,+11,+11,
11659,42,117,+0,1,0,0,1,+,+11,+11,
11660,41,117,+0,1,0,0,1,+,+11,+11,
11661,40,117,+0,1,0,0,1,+,+11,+11,
11662,39,117,+0,1,0,0,1,+,+11,+11,
11663,38,117,+0,1,0,0,1,+,+11,+11,
11664,37,117,+0,1,0,0,1,+,+11,+11,
11665,36,117,+0,1,0,0,1,+,+11,+11,
11666,35,117,+0,1,0,0,1,+,+11,+11,
11667,34,117,+0,1,0,0,1,+,+11,+11,
11668,33,117,+0,1,0,0,1,+,+11,+11,
11669,32,117,+0,1,0,0,1,+,+11,+11,
11670,31,117,+0,1,0,0,1,+,+11,+11,
11671,30,117,+0,1,0,0,1,+,+11,+11,
11672,29,117,+0,1,0,0,1,+,+11,+11,
11673,28,117,+0,1,0,0,1,+,+11,+11,
11674,27,117,+0,1,0,0,1,+,+11,+11,
11675,26,117,+0,1,0,0,1,+,+11,+11,
11676,25,117,+0,1,0,0,1,+,+11,+11,
11677,24,117,+0,1,0,0,1,+,+11,+11,
11678,23,117,+0,1,0,0,1,+,+11,+11,
11679,22,117,+0,1,0,0,1,+,+11,+11,
11680,21,117,+0,1,0,0,1,+,+11,+11,
11681,20,117,+0,1,0,0,1,+,+11,+11,
11682,19,117,+0,1,0,0,1,+,+11,+11,
11683,18,117,+0,1,0,0,1,+,+11,+11,
11684,17,117,+0,1,0,0,1,+,+11,+11,
11685,16,117,+0,1,0,0,1,+,+11,+11,
11686,15,117,+0,1,0,0,1,+,+11,+11,
11687,14,117,+0,1,0,0,1,+,+11,+11,
11688,13,117,+0,1,0,0,1,+,+11,+11,
11689,12,117,+0,1,0,0,1,+,+11,+11,
11690,11,117,+0,1,0,0,1,+,+11,+11,
11691,10,117,+0,1,0,0,1,+,+11,+11,
11692,9,117,+0,1,0,0,1,+,+11,+11,
11693,8,117,+0,1,0,0,1,+,+11,+11,
11694,7,117,+0,1,0,0,1,+,+11,+11,
11695,6,117,+0,1,0,0,1,+,+11,+11,
11696,5,117,+0,1,0,0,1,+,+11,+11,
11697,4,117,+0,1,0,0,1,+,+11,+11,
11698,3,117,+0,1,0,0,1,+,+11,+11,
11699,2,117,+0,1,0,0,1,+,+11,+11,
11700,1,117,+0,1,0,0,1,+,+11,+11,
,,,,+11,0,,,+,,,line_switch
11701,1,118,-0,1,0,0,1,-,+11,+11,
11702,2,118,-0,1,0,0,1,-,-11,-11,
11703,3,118,-0,1,0,0,1,-,-11,-11,
11704,4,118,-0,1,0,0,1,-,-11,-11,
11705,5,118,-0,1,0,0,1,-,-11,-11,
11706,6,118,-0,1,0,0,1,-,-11,-11,
11707,7,118,-0,1,0,0,1,-,-11,-11,
11708,8,118,-0,1,0,0,1,-,-11,-11,
11709,9,118,-0,1,0,0,1,-,-11,-11,
11710,10,118,-0,1,0,0,1,-,-11,-11,
11711,11,118,-0,1,0,0,1,-,-11,-11,
11712,12,118,-0,1,0,0,1,-,-11,-11,
11713,13,118,-0,1,0,0,1,-,-11,-11,
11714,14,118,-0,1,0,0,1,-,-11,-11,
11715,15,118,-0,1,0,0,1,-,-11,-11,
11716,16,118,-0,1,0,0,1,-,-11,-11,
