INDEX,X,Y,SEMA,SHAXIAN,LUOLA,DUMU,ZHENBAN,SIGN,PRE_ACTION,POST_ACTION,CMD
20910,10,210,-0,1,0,0,1,-,-11,-11,
20911,11,210,-0,1,0,0,1,-,-11,-11,
20912,12,210,-0,1,0,0,1,-,-11,-11,
20913,13,210,-0,1,0,0,1,-,-11,-11,
20914,14,210,-0,1,0,0,1,-,-11,-11,
20915,15,210,-0,1,0,0,1,-,-11,-11,
20916,16,210,-0,1,0,0,1,-,-11,-11,
20917,17,210,-0,1,0,0,1,-,-11,-11,
20918,18,210,-0,1,0,0,1,-,-11,-11,
20919,19,210,-0,1,0,0,1,-,-11,-11,
20920,20,210,-0,1,0,0,1,-,-11,-11,
20921,21,210,-0,1,0,0,1,-,-11,-11,
20922,22,210,-0,1,0,0,1,-,-11,-11,
20923,23,210,-0,1,0,0,1,-,-11,-11,
20924,24,210,-0,1,0,0,1,-,-11,-11,
20925,25,210,-0,1,0,0,1,-,-11,-11,
20926,26,210,-0,1,0,0,1,-,-11,-11,
20927,27,210,-0,1,0,0,1,-,-11,-11,
20928,28,210,-0,1,0,0,1,-,-11,-11,
20929,29,210,-0,1,0,0,1,-,-11,-11,
20930,30,210,-0,1,0,0,1,-,-11,-11,
20931,31,210,-0,1,0,0,1,-,-11,-11,
20932,32,210,-0,1,0,0,1,-,-11,-11,
20933,33,210,-0,1,0,0,1,-,-11,-11,
20934,34,210,-0,1,0,0,1,-,-11,-11,
20935,35,210,-0,1,0,0,1,-,-11,-11,
20936,36,210,-0,1,0,0,1,-,-11,-11,
20937,37,210,-0,1,0,0,1,-,-11,-11,
20938,38,210,-0,1,0,0,1,-,-11,-11,
20939,39,210,-0,1,0,0,1,-,-11,-11,
20940,40,210,-0,1,0,0,1,-,-11,-11,
20941,41,210,-0,1,0,0,1,-,-11,-11,
20942,42,210,-0,1,0,0,1,-,-11,-11,
20943,43,210,-0,1,0,0,1,-,-11,-11,
20944,44,210,-0,1,0,0,1,-,-11,-11,
20945,45,210,-0,1,0,0,1,-,-11,-11,
20946,46,210,-0,1,0,0,1,-,-11,-11,
20947,47,210,-0,1,0,0,1,-,-11,-11,
20948,48,210,-0,1,0,0,1,-,-11,-11,
20949,49,210,-0,1,0,0,1,-,-11,-11,
20950,50,210,-0,1,0,0,1,-,-11,-11,
20951,51,210,-0,1,0,0,1,-,-11,-11,
20952,52,210,-0,1,0,0,1,-,-11,-11,
20953,53,210,-0,1,0,0,1,-,-11,-11,
20954,54,210,-0,1,0,0,1,-,-11,-11,
20955,55,210,-0,1,0,0,1,-,-11,-11,
20956,56,210,-0,1,0,0,1,-,-11,-11,
20957,57,210,-0,1,0,0,1,-,-11,-11,
20958,58,210,-0,1,0,0,1,-,-11,-11,
20959,59,210,-0,1,0,0,1,-,-11,-11,
20960,60,210,-0,1,0,0,1,-,-11,-11,
20961,61,210,-0,1,0,0,1,-,-11,-11,
20962,62,210,-0,1,0,0,1,-,-11,-11,
20963,63,210,-0,1,0,0,1,-,-11,-11,
20964,64,210,-0,1,0,0,1,-,-11,-11,
20965,65,210,-0,1,0,0,1,-,-11,-11,
20966,66,210,-0,1,0,0,1,-,-11,-11,
20967,67,210,-0,1,0,0,1,-,-11,-11,
20968,68,210,-0,1,0,0,1,-,-11,-11,
20969,69,210,-0,1,0,0,1,-,-11,-11,
20970,70,210,-0,1,0,0,1,-,-11,-11,
20971,71,210,-0,1,0,0,1,-,-11,-11,
20972,72,210,-0,1,0,0,1,-,-11,-11,
20973,73,210,-0,1,0,0,1,-,-11,-11,
20974,74,210,-0,1,0,0,1,-,-11,-11,
20975,75,210,-0,1,0,0,1,-,-11,-11,
20976,76,210,-0,1,0,0,1,-,-11,-11,
20977,77,210,-0,1,0,0,1,-,-11,-11,
20978,78,210,-0,1,0,0,1,-,-11,-11,
20979,79,210,-0,1,0,0,1,-,-11,-11,
20980,80,210,-0,1,0,0,1,-,-11,-11,
20981,81,210,-0,1,0,0,1,-,-11,-11,
20982,82,210,-0,1,0,0,1,-,-11,-11,
20983,83,210,-0,1,0,0,1,-,-11,-11,
20984,84,210,-0,1,0,0,1,-,-11,-11,
20985,85,210,-0,1,0,0,1,-,-11,-11,
20986,86,210,-0,1,0,0,1,-,-11,-11,
20987,87,210,-0,1,0,0,1,-,-11,-11,
20988,88,210,-0,1,0,0,1,-,-11,-11,
20989,89,210,-0,1,0,0,1,-,-11,-11,
20990,90,210,-0,1,0,0,1,-,-11,-11,
20991,91,210,-0,1,0,0,1,-,-11,-11,
20992,92,210,-0,1,0,0,1,-,-11,-11,
20993,93,210,-0,1,0,0,1,-,-11,-11,
20994,94,210,-0,1,0,0,1,-,-11,-11,
20995,95,210,-0,1,0,0,1,-,-11,-11,
20996,96,210,-0,1,0,0,1,-,-11,-11,
20997,97,210,-0,1,0,0,1,-,-11,-11,
20998,98,210,-0,1,0,0,1,-,-11,-11,
20999,99,210,-0,1,0,0,1,-,-11,-11,
21000,100,210,-0,1,0,0,1,-,-11,-11,
,,,,-11,0,,,-,,,line_switch
21001,100,211,+0,1,0,0,1,+,-11,-11,
21002,99,211,+0,1,0,0,1,+,+11,+11,
21003,98,211,+0,1,0,0,1,+,+11,+11,
21004,97,211,+0,1,0,0,1,+,+11,+11,
21005,96,211,+0,1,0,0,1,+,+11,+11,
21006,95,211,+0,1,0,0,1,+,+11,+11,
21007,94,211,+0,1,0,0,1,+,+11,+11,
21008,93,211,+0,1,0,0,1,+,+11,+11,
21009,92,211,+0,1,0,0,1,+,+11,+11,
21010,91,211,+0,1,0,0,1,+,+11,+11,
21011,90,211,+0,1,0,0,1,+,+11,+11,
21012,89,211,+0,1,0,0,1,+,+11,+11,
21013,88,211,+0,1,0,0,1,+,+11,+11,
21014,87,211,+0,1,0,0,1,+,+11,+11,
21015,86,211,+0,1,0,0,1,+,+11,+11,
21016,85,211,+0,1,0,0,1,+,+11,+11,
21017,84,211,+0,1,0,0,1,+,+11,+11,
21018,83,211,+0,1,0,0,1,+,+11,+11,
21019,82,211,+0,1,0,0,1,+,+11,+11,
21020,81,211,+0,1,0,0,1,+,+11,+11,
21021,80,211,+0,1,0,0,1,+,+11,+11,
21022,79,211,+0,1,0,0,1,+,+11,+11,
21023,78,211,+0,1,0,0,1,+,+11,+11,
21024,77,211,+0,1,0,0,1,+,+11,+11,
21025,76,211,+0,1,0,0,1,+,+11,+11,
21026,75,211,+0,1,0,0,1,+,+11,+11,
21027,74,211,+0,1,0,0,1,+,+11,+11,
21028,73,211,+0,1,0,0,1,+,+11,+11,
21029,72,211,+0,1,0,0,1,+,+11,+11,
21030,71,211,+0,1,0,0,1,+,+11,+11,
21031,70,211,+0,1,0,0,1,+,+11,+11,
21032,69,211,+0,1,0,0,1,+,+11,+11,
21033,68,211,+0,1,0,0,1,+,+11,+11,
21034,67,211,+0,1,0,0,1,+,+11,+11,
21035,66,211,+0,1,0,0,1,+,+11,+11,
21036,65,211,+0,1,0,0,1,+,+11,+11,
21037,64,211,+0,1,0,0,1,+,+11,+11,
21038,63,211,+0,1,0,0,1,+,+11,+11,
21039,62,211,+0,1,0,0,1,+,+11,+11,
21040,61,211,+0,1,0,0,1,+,+11,+11,
21041,60,211,+0,1,0,0,1,+,+11,+11,
21042,59,211,+0,1,0,0,1,+,+11,+11,
21043,58,211,+0,1,0,0,1,+,+11,+11,
21044,57,211,+0,1,0,0,1,+,+11,+11,
21045,56,211,+0,1,0,0,1,+,+11,+11,
21046,55,211,+0,1,0,0,1,+,+11,+11,
21047,54,211,+0,1,0,0,1,+,+11,+11,
21048,53,211,+0,1,0,0,1,+,+11,+11,
21049,52,211,+0,1,0,0,1,+,+11,+11,
21050,51,211,+0,1,0,0,1,+,+11,+11,
21051,50,211,+0,1,0,0,1,+,+11,+11,
21052,49,211,+0,1,0,0,1,+,+11,+11,
21053,48,211,+0,1,0,0,1,+,+11,+11,
21054,47,211,+0,1,0,0,1,+,+11,+11,
21055,46,211,+0,1,0,0,1,+,+11,+11,
21056,45,211,+0,1,0,0,1,+,+11,+11,
21057,44,211,+0,1,0,0,1,+,+11,+11,
21058,43,211,+0,1,0,0,1,+,+11,+11,
21059,42,211,+0,1,0,0,1,+,+11,+11,
21060,41,211,+0,1,0,0,1,+,+11,+11,
21061,40,211,+0,1,0,0,1,+,+11,+11,
21062,39,211,+0,1,0,0,1,+,+11,+11,
21063,38,211,+0,1,0,0,1,+,+11,+11,
21064,37,211,+0,1,0,0,1,+,+11,+11,
21065,36,211,+0,1,0,0,1,+,+11,+11,
21066,35,211,+0,1,0,0,1,+,+11,+11,
21067,34,211,+0,1,0,0,1,+,+11,+11,
21068,33,211,+0,1,0,0,1,+,+11,+11,
21069,32,211,+0,1,0,0,1,+,+11,+11,
21070,31,211,+0,1,0,0,1,+,+11,+11,
21071,30,211,+0,1,0,0,1,+,+11,+11,
21072,29,211,+0,1,0,0,1,+,+11,+11,
21073,28,211,+0,1,0,0,1,+,+11,+11,
21074,27,211,+0,1,0,0,1,+,+11,+11,
21075,26,211,+0,1,0,0,1,+,+11,+11,
21076,25,211,+0,1,0,0,1,+,+11,+11,
21077,24,211,+0,1,0,0,1,+,+11,+11,
21078,23,211,+0,1,0,0,1,+,+11,+11,
21079,22,211,+0,1,0,0,1,+,+11,+11,
21080,21,211,+0,1,0,0,1,+,+11,+11,
21081,20,211,+0,1,0,0,1,+,+11,+11,
21082,19,211,+0,1,0,0,1,+,+11,+11,
21083,18,211,+0,1,0,0,1,+,+11,+11,
21084,17,211,+0,1,0,0,1,+,+11,+11,
21085,16,211,+0,1,0,0,1,+,+11,+11,
21086,15,211,+0,1,0,0,1,+,+11,+11,
21087,14,211,+0,1,0,0,1,+,+11,+11,
21088,13,211,+0,1,0,0,1,+,+11,+11,
21089,12,211,+0,1,0,0,1,+,+11,+11,
21090,11,211,+0,1,0,0,1,+,+11,+11,
21091,10,211,+0,1,0,0,1,+,+11,+11,
21092,9,211,+0,1,0,0,1,+,+11,+11,
21093,8,211,+0,1,0,0,1,+,+11,+11,
21094,7,211,+0,1,0,0,1,+,+11,+11,
21095,6,211,+0,1,0,0,1,+,+11,+11,
21096,5,211,+0,1,0,0,1,+,+11,+11,
21097,4,211,+0,1,0,0,1,+,+11,+11,
21098,3,211,+0,1,0,0,1,+,+11,+11,
21099,2,211,+0,1,0,0,1,+,+11,+11,
21100,1,211,+0,1,0,0,1,+,+11,+11,
,,,,+11,0,,,+,,,line_switch
21101,1,212,-0,1,0,0,1,-,+11,+11,
21102,2,212,-0,1,0,0,1,-,-11,-11,
21103,3,212,-0,1,0,0,1,-,-11,-11,
21104,4,212,-0,1,0,0,1,-,-11,-11,
21105,5,212,-0,1,0,0,1,-,-11,-11,
21106,6,212,-0,1,0,0,1,-,-11,-11,
21107,7,212,-0,1,0,0,1,-,-11,-11,
21108,8,212,-0,1,0,0,1,-,-11,-11,
21109,9,212,-0,1,0,0,1,-,-11,-11,
21110,10,212,-0,1,0,0,1,-,-11,-11,
21111,11,212,-0,1,0,0,1,-,-11,-11,
21112,12,212,-0,1,0,0,1,-,-11,-11,
21113,13,212,-0,1,0,0,1,-,-11,-11,
21114,14,212,-0,1,0,0,1,-,-11,-11,
21115,15,212,-0,1,0,0,1,-,-11,-11,
21116,16,212,-0,1,0,0,1,-,-11,-11,
21117,17,212,-0,1,0,0,1,-,-11,-11,
21118,18,212,-0,1,0,0,1,-,-11,-11,
21119,19,212,-0,1,0,0,1,-,-11,-11,
21120,20,212,-0,1,0,0,1,-,-11,-11,
21121,21,212,-0,1,0,0,1,-,-11,-11,
21122,22,212,-0,1,0,0,1,-,-11,-11,
21123,23,212,-0,1,0,0,1,-,-11,-11,
21124,24,212,-0,1,0,0,1,-,-11,-11,
21125,25,212,-0,1,0,0,1,-,-11,-11,
21126,26,212,-0,1,0,0,1,-,-11,-11,
21127,27,212,-0,1,0,0,1,-,-11,-11,
21128,28,212,-0,1,0,0,1,-,-11,-11,
21129,29,212,-0,1,0,0,1,-,-11,-11,
21130,30,212,-0,1,0,0,1,-,-11,-11,
21131,31,212,-0,1,0,0,1,-,-11,-11,
21132,32,212,-0,1,0,0,1,-,-11,-11,
21133,33,212,-0,1,0,0,1,-,-11,-11,
21134,34,212,-0,1,0,0,1,-,-11,-11,
21135,35,212,-0,1,0,0,1,-,-11,-11,
21136,36,212,-0,1,0,0,1,-,-11,-11,
21137,37,212,-0,1,0,0,1,-,-11,-11,
21138,38,212,-0,1,0,0,1,-,-11,-11,
21139,39,212,-0,1,0,0,1,-,-11,-11,
21140,40,212,-0,1,0,0,1,-,-11,-11,
21141,41,212,-0,1,0,0,1,-,-11,-11,
21142,42,212,-0,1,0,0,1,-,-11,-11,
21143,43,212,-0,1,0,0,1,-,-11,-11,
21144,44,212,-0,1,0,0,1,-,-11,-11,
21145,45,212,-0,1,0,0,1,-,-11,-11,
21146,46,212,-0,1,0,0,1,-,-11,-11,
21147,47,212,-0,1,0,0,1,-,-11,-11,
21148,48,212,-0,1,0,0,1,-,-11,-11,
21149,49,212,-0,1,0,0,1,-,-11,-11,
21150,50,212,-0,1,0,0,1,-,-11,-11,
21151,51,212,-0,1,0,0,1,-,-11,-11,
21152,52,212,-0,1,0,0,1,-,-11,-11,
21153,53,212,-0,1,0,0,1,-,-11,-11,
21154,54,212,-0,1,0,0,1,-,-11,-11,
21155,55,212,-0,1,0,0,1,-,-11,-11,
21156,56,212,-0,1,0,0,1,-,-11,-11,
21157,57,212,-0,1,0,0,1,-,-11,-11,
21158,58,212,-0,1,0,0,1,-,-11,-11,
21159,59,212,-0,1,0,0,1,-,-11,-11,
21160,60,212,-0,1,0,0,1,-,-11,-11,
21161,61,212,-0,1,0,0,1,-,-11,-11,
21162,62,212,-0,1,0,0,1,-,-11,-11,
21163,63,212,-0,1,0,0,1,-,-11,-11,
21164,64,212,-0,1,0,0,1,-,-11,-11,
21165,65,212,-0,1,0,0,1,-,-11,-11,
21166,66,212,-0,1,0,0,1,-,-11,-11,
21167,67,212,-0,1,0,0,1,-,-11,-11,
21168,68,212,-0,1,0,0,1,-,-11,-11,
21169,69,212,-0,1,0,0,1,-,-11,-11,
21170,70,212,-0,1,0,0,1,-,-11,-11,
21171,71,212,-0,1,0,0,1,-,-11,-11,
21172,72,212,-0,1,0,0,1,-,-11,-11,
21173,73,212,-0,1,0,0,1,-,-11,-11,
21174,74,212,-0,1,0,0,1,-,-11,-11,
21175,75,212,-0,1,0,0,1,-,-11,-11,
21176,76,212,-0,1,0,0,1,-,-11,-11,
21177,77,212,-0,1,0,0,1,-,-11,-11,
21178,78,212,-0,1,0,0,1,-,-11,-11,
21179,79,212,-0,1,0,0,1,-,-11,-11,
21180,80,212,-0,1,0,0,1,-,-11,-11,
21181,81,212,-0,1,0,0,1,-,-11,-11,
21182,82,212,-0,1,0,0,1,-,-11,-11,
21183,83,212,-0,1,0,0,1,-,-11,-11,
21184,84,212,-0,1,0,0,1,-,-11,-11,
21185,85,212,-0,1,0,0,1,-,-11,-11,
21186,86,212,-0,1,0,0,1,-,-11,-11,
21187,87,212,-0,1,0,0,1,-,-11,-11,
21188,88,212,-0,1,0,0,1,-,-11,-11,
21189,89,212,-0,1,0,0,1,-,-11,-11,
21190,90,212,-0,1,0,0,1,-,-11,-11,
21191,91,212,-0,1,0,0,1,-,-11,-11,
21192,92,212,-0,1,0,0,1,-,-11,-11,
21193,93,212,-0,1,0,0,1,-,-11,-11,
21194,94,212,-0,1,0,0,1,-,-11,-11,
21195,95,212,-0,1,0,0,1,-,-11,-11,
21196,96,212,-0,1,0,0,1,-,-11,-11,
21197,97,212,-0,1,0,0,1,-,-11,-11,
21198,98,212,-0,1,0,0,1,-,-11,-11,
21199,99,212,-0,1,0,0,1,-,-11,-11,
21200,100,212,-0,1,0,0,1,-,-11,-11,
,,,,-11,0,,,-,,,line_switch
21201,100,213,+0,1,0,0,1,+,-11,-11,
21202,99,213,+0,1,0,0,1,+,+11,+11,
21203,98,213,+0,1,0,0,1,+,+11,+11,
21204,97,213,+0,1,0,0,1,+,+11,+11,
21205,96,213,+0,1,0,0,1,+,+11,+11,
21206,95,213,+0,1,0,0,1,+,+11,+11,
21207,94,213,+0,1,0,0,1,+,+11,+11,
21208,93,213,+0,1,0,0,1,+,+11,+11,
21209,92,213,+0,1,0,0,1,+,+11,+11,
21210,91,213,+0,1,0,0,1,+,+11,+11,
21211,90,213,+0,1,0,0,1,+,+11,+11,
21212,89,213,+0,1,0,0,1,+,+11,+11,
21213,88,213,+0,1,0,0,1,+,+11,+11,
21214,87,213,+0,1,0,0,1,+,+11,+11,
21215,86,213,+0,1,0,0,1,+,+11,+11,
21216,85,213,+0,1,0,0,1,+,+11,+11,
21217,84,213,+0,1,0,0,1,+,+11,+11,
21218,83,213,+0,1,0,0,1,+,+11,+11,
21219,82,213,+0,1,0,0,1,+,+11,+11,
21220,81,213,+0,1,0,0,1,+,+11,+11,
21221,80,213,+0,1,0,0,1,+,+11,+11,
21222,79,213,+0,1,0,0,1,+,+11,+11,
21223,78,213,+0,1,0,0,1,+,+11,+11,
21224,77,213,+0,1,0,0,1,+,+11,+11,
21225,76,213,+0,1,0,0,1,+,+11,+11,
21226,75,213,+0,1,0,0,1,+,+11,+11,
21227,74,213,+0,1,0,0,1,+,+11,+11,
21228,73,213,+0,1,0,0,1,+,+11,+11,
21229,72,213,+0,1,0,0,1,+,+11,+11,
21230,71,213,+0,1,0,0,1,+,+11,+11,
21231,70,213,+0,1,0,0,1,+,+11,+11,
21232,69,213,+0,1,0,0,1,+,+11,+11,
21233,68,213,+0,1,0,0,1,+,+11,+11,
21234,67,213,+0,1,0,0,1,+,+11,+11,
21235,66,213,+0,1,0,0,1,+,+11,+11,
21236,65,213,+0,1,0,0,1,+,+11,+11,
21237,64,213,+0,1,0,0,1,+,+11,+11,
21238,63,213,+0,1,0,0,1,+,+11,+11,
21239,62,213,+0,1,0,0,1,+,+11,+11,
21240,61,213,+0,1,0,0,1,+,+11,+11,
21241,60,213,+0,1,0,0,1,+,+11,+11,
21242,59,213,+0,1,0,0,1,+,+11,+11,
21243,58,213,+0,1,0,0,1,+,+11,+11,
21244,57,213,+0,1,0,0,1,+,+11,+11,
21245,56,213,+0,1,0,0,1,+,+11,+11,
21246,55,213,+0,1,0,0,1,+,+11,+11,
21247,54,213,+0,1,0,0,1,+,+11,+11,
21248,53,213,+0,1,0,0,1,+,+11,+11,
21249,52,213,+0,1,0,0,1,+,+11,+11,
21250,51,213,+0,1,0,0,1,+,+11,+11,
21251,50,213,+0,1,0,0,1,+,+11,+11,
21252,49,213,+0,1,0,0,1,+,+11,+11,
21253,48,213,+0,1,0,0,1,+,+11,+11,
21254,47,213,+0,1,0,0,1,+,+11,+11,
21255,46,213,+0,1,0,0,1,+,+11,+11,
21256,45,213,+0,1,0,0,1,+,+11,+11,
21257,44,213,+0,1,0,0,1,+,+11,+11,
21258,43,213,+0,1,0,0,1,+,+11,+11,
21259,42,213,+0,1,0,0,1,+,+11,+11,
21260,41,213,+0,1,0,0,1,+,+11,+11,
21261,40,213,+0,1,0,0,1,+,+11,+11,
21262,39,213,+0,1,0,0,1,+,+11,+11,
21263,38,213,+0,1,0,0,1,+,+11,+11,
21264,37,213,+0,1,0,0,1,+,+11,+11,
21265,36,213,+0,1,0,0,1,+,+11,+11,
21266,35,213,+0,1,0,0,1,+,+11,+11,
21267,34,213,+0,1,0,0,1,+,+11,+11,
21268,33,213,+0,1,0,0,1,+,+11,+11,
21269,32,213,+0,1,0,0,1,+,+11,+11,
21270,31,213,+0,1,0,0,1,+,+11,+11,
21271,30,213,+0,1,0,0,1,+,+11,+11,
21272,29,213,+0,1,0,0,1,+,+11,+11,
21273,28,213,+0,1,0,0,1,+,+11,+11,
21274,27,213,+0,1,0,0,1,+,+11,+11,
21275,26,213,+0,1,0,0,1,+,+11,+11,
21276,25,213,+0,1,0,0,1,+,+11,+11,
21277,24,213,+0,1,0,0,1,+,+11,+11,
21278,23,213,+0,1,0,0,1,+,+11,+11,
21279,22,213,+0,1,0,0,1,+,+11,+11,
21280,21,213,+0,1,0,0,1,+,+11,+11,
21281,20,213,+0,1,0,0,1,+,+11,+11,
21282,19,213,+0,1,0,0,1,+,+11,+11,
21283,18,213,+0,1,0,0,1,+,+11,+11,
21284,17,213,+0,1,0,0,1,+,+11,+11,
21285,16,213,+0,1,0,0,1,+,+11,+11,
21286,15,213,+0,1,0,0,1,+,+11,+11,
21287,14,213,+0,1,0,0,1,+,+11,+11,
21288,13,213,+0,1,0,0,1,+,+11,+11,
21289,12,213,+0,1,0,0,1,+,+11,+11,
21290,11,213,+0,1,0,0,1,+,+11,+11,
21291,10,213,+0,1,0,0,1,+,+11,+11,
21292,9,213,+0,1,0,0,1,+,+11,+11,
21293,8,213,+0,1,0,0,1,+,+11,+11,
21294,7,213,+0,1,0,0,1,+,+11,+11,
21295,6,213,+0,1,0,0,1,+,+11,+11,
21296,5,213,+0,1,0,0,1,+,+11,+11,
21297,4,213,+0,1,0,0,1,+,+11,+11,
21298,3,213,+0,1,0,0,1,+,+11,+11,
21299,2,213,+0,1,0,0,1,+,+11,+11,
21300,1,213,+0,1,0,0,1,+,+11,+11,
,,,,+11,0,,,+,,,line_switch
21301,1,214,-0,1,0,0,1,-,+11,+11,
21302,2,214,-0,1,0,0,1,-,-11,-11,
21303,3,214,-0,1,0,0,1,-,-11,-11,
21304,4,214,-0,1,0,0,1,-,-11,-11,
21305,5,214,-0,1,0,0,1,-,-11,-11,
21306,6,214,-0,1,0,0,1,-,-11,-11,
21307,7,214,-0,1,0,0,1,-,-11,-11,
21308,8,214,-0,1,0,0,1,-,-11,-11,
21309,9,214,-0,1,0,0,1,-,-11,-11,
21310,10,214,-0,1,0,0,1,-,-11,-11,
21311,11,214,-0,1,0,0,1,-,-11,-11,
21312,12,214,-0,1,0,0,1,-,-11,-11,
21313,13,214,-0,1,0,0,1,-,-11,-11,
21314,14,214,-0,1,0,0,1,-,-11,-11,
21315,15,214,-0,1,0,0,1,-,-11,-11,
21316,16,214,-0,1,0,0,1,-,-11,-11,
21317,17,214,-0,1,0,0,1,-,-11,-11,
21318,18,214,-0,1,0,0,1,-,-11,-11,
21319,19,214,-0,1,0,0,1,-,-11,-11,
21320,20,214,-0,1,0,0,1,-,-11,-11,
21321,21,214,-0,1,0,0,1,-,-11,-11,
21322,22,214,-0,1,0,0,1,-,-11,-11,
21323,23,214,-0,1,0,0,1,-,-11,-11,
21324,24,214,-0,1,0,0,1,-,-11,-11,
21325,25,214,-0,1,0,0,1,-,-11,-11,
21326,26,214,-0,1,0,0,1,-,-11,-11,
21327,27,214,-0,1,0,0,1,-,-11,-11,
21328,28,214,-0,1,0,0,1,-,-11,-11,
21329,29,214,-0,1,0,0,1,-,-11,-11,
21330,30,214,-0,1,0,0,1,-,-11,-11,
21331,31,214,-0,1,0,0,1,-,-11,-11,
21332,32,214,-0,1,0,0,1,-,-11,-11,
21333,33,214,-0,1,0,0,1,-,-11,-11,
21334,34,214,-0,1,0,0,1,-,-11,-11,
21335,35,214,-0,1,0,0,1,-,-11,-11,
21336,36,214,-0,1,0,0,1,-,-11,-11,
21337,37,214,-0,1,0,0,1,-,-11,-11,
21338,38,214,-0,1,0,0,1,-,-11,-11,
21339,39,214,-0,1,0,0,1,-,-11,-11,
21340,40,214,-0,1,0,0,1,-,-11,-11,
21341,41,214,-0,1,0,0,1,-,-11,-11,
21342,42,214,-0,1,0,0,1,-,-11,-11,
21343,43,214,-0,1,0,0,1,-,-11,-11,
21344,44,214,-0,1,0,0,1,-,-11,-11,
21345,45,214,-0,1,0,0,1,-,-11,-11,
21346,46,214,-0,1,0,0,1,-,-11,-11,
21347,47,214,-0,1,0,0,1,-,-11,-11,
21348,48,214,-0,1,0,0,1,-,-11,-11,
21349,49,214,-0,1,0,0,1,-,-11,-11,
21350,50,214,-0,1,0,0,1,-,-11,-11,
21351,51,214,-0,1,0,0,1,-,-11,-11,
21352,52,214,-0,1,0,0,1,-,-11,-11,
21353,53,214,-0,1,0,0,1,-,-11,-11,
21354,54,214,-0,1,0,0,1,-,-11,-11,
21355,55,214,-0,1,0,0,1,-,-11,-11,
21356,56,214,-0,1,0,0,1,-,-11,-11,
21357,57,214,-0,1,0,0,1,-,-11,-11,
21358,58,214,-0,1,0,0,1,-,-11,-11,
21359,59,214,-0,1,0,0,1,-,-11,-11,
21360,60,214,-0,1,0,0,1,-,-11,-11,
21361,61,214,-0,1,0,0,1,-,-11,-11,
21362,62,214,-0,1,0,0,1,-,-11,-11,
21363,63,214,-0,1,0,0,1,-,-11,-11,
21364,64,214,-0,1,0,0,1,-,-11,-11,
21365,65,214,-0,1,0,0,1,-,-11,-11,
21366,66,214,-0,1,0,0,1,-,-11,-11,
21367,67,214,-0,1,0,0,1,-,-11,-11,
21368,68,214,-0,1,0,0,1,-,-11,-11,
21369,69,214,-0,1,0,0,1,-,-11,-11,
21370,70,214,-0,1,0,0,1,-,-11,-11,
21371,71,214,-0,1,0,0,1,-,-11,-11,
21372,72,214,-0,1,0,0,1,-,-11,-11,
21373,73,214,-0,1,0,0,1,-,-11,-11,
21374,74,214,-0,1,0,0,1,-,-11,-11,
21375,75,214,-0,1,0,0,1,-,-11,-11,
21376,76,214,-0,1,0,0,1,-,-11,-11,
21377,77,214,-0,1,0,0,1,-,-11,-11,
21378,78,214,-0,1,0,0,1,-,-11,-11,
21379,79,214,-0,1,0,0,1,-,-11,-11,
21380,80,214,-0,1,0,0,1,-,-11,-11,
21381,81,214,-0,1,0,0,1,-,-11,-11,
21382,82,214,-0,1,0,0,1,-,-11,-11,
21383,83,214,-0,1,0,0,1,-,-11,-11,
21384,84,214,-0,1,0,0,1,-,-11,-11,
21385,85,214,-0,1,0,0,1,-,-11,-11,
21386,86,214,-0,1,0,0,1,-,-11,-11,
21387,87,214,-0,1,0,0,1,-,-11,-11,
21388,88,214,-0,1,0,0,1,-,-11,-11,
21389,89,214,-0,1,0,0,1,-,-11,-11,
21390,90,214,-0,1,0,0,1,-,-11,-11,
21391,91,214,-0,1,0,0,1,-,-11,-11,
21392,92,214,-0,1,0,0,1,-,-11,-11,
21393,93,214,-0,1,0,0,1,-,-11,-11,
21394,94,214,-0,1,0,0,1,-,-11,-11,
21395,95,214,-0,1,0,0,1,-,-11,-11,
21396,96,214,-0,1,0,0,1,-,-11,-11,
21397,97,214,-0,1,0,0,1,-,-11,-11,
21398,98,214,-0,1,0,0,1,-,-11,-11,
21399,99,214,-0,1,0,0,1,-,-11,-11,
21400,100,214,-0,1,0,0,1,-,-11,-11,
,,,,-11,0,,,-,,,line_switch
21401,100,215,+0,1,0,0,1,+,-11,-11,
21402,99,215,+0,1,0,0,1,+,+11,+11,
21403,98,215,+0,1,0,0,1,+,+11,+11,
21404,97,215,+0,1,0,0,1,+,+11,+11,
21405,96,215,+0,1,0,0,1,+,+11,+11,
21406,95,215,+0,1,0,0,1,+,+11,+11,
21407,94,215,+0,1,0,0,1,+,+11,+11,
21408,93,215,+0,1,0,0,1,+,+11,+11,
21409,92,215,+0,1,0,0,1,+,+11,+11,
21410,91,215,+0,1,0,0,1,+,+11,+11,
21411,90,215,+0,1,0,0,1,+,+11,+11,
21412,89,215,+0,1,0,0,1,+,+11,+11,
21413,88,215,+0,1,0,0,1,+,+11,+11,
21414,87,215,+0,1,0,0,1,+,+11,+11,
21415,86,215,+0,1,0,0,1,+,+11,+11,
21416,85,215,+0,1,0,0,1,+,+11,+11,
21417,84,215,+0,1,0,0,1,+,+11,+11,
21418,83,215,+0,1,0,0,1,+,+11,+11,
21419,82,215,+0,1,0,0,1,+,+11,+11,
21420,81,215,+0,1,0,0,1,+,+11,+11,
21421,80,215,+0,1,0,0,1,+,+11,+11,
